UDALERRIA / MUNICIPIO;13/05;14/05;15/05;16/05;17/05;18/05;19/05;20/05;21/05;22/05;23/05;24/05;25/05;26/05;27/05;28/05;29/05;30/05;31/05;01/06;02/06;03/06;04/06;05/06;06/06;07/06;08/06;09/06;10/06;11/06;12/06;13/06;14/06;15/06;16/06;17/06;18/06;19/06;20/06;21/06;23/06;24/06;25/06;26/06;27/06;28/06;29/06;30/06;01/07;02/07;03/07;04/07;05/07;06/07;07/07;08/07;09/07;10/07;11/07;12/07;13/07;14/07;15/07;16/07;17/07;18/07;19/07;20/07;21/07;22/07;23/07;24/07;25/07;26/07;27/07;28/07;29/07;30/07;31/07;01/08;02/08;03/08;04/08;05/08;06/08;07/08;08/08;09/08;10/08;11/08;12/08;13/08;14/08;15/08;16/08;17/08;18/08;19/08;20/08;21/08;22/08;23/08;24/08;25/08;26/08;27/08;28/08;29/08;30/08;31/08;1/09;2/09;3/09;4/09;5/09;6/09;7/09;8/09;9/09;10/09;11/09;12/09;13/09;14/09;15/09;16/09;17/09;18/09;19/09;20/09;21/09;22/09;23/09;24/09;25/09;26/09;27/09;28/09;29/09;30/09;01/10;02/10;03/10;04/10;05/10;06/10;07/10;08/10;09/10;10/10;11/10;12/10;13/10;14/10;15/10;16/10;17/10;18/10;19/10;20/10;21/10;22/10;23/10;24/10;25/10;26/10;27/10;28/10;29/10;30/10;31/10;01/11;02/11;03/11;04/11;05/11;06/11;07/11;08/11;09/11;10/11;11/11;12/11;13/11;14/11;15/11;16/11;17/11;
Izurtza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
Karrantza Harana/Valle de Carranza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;1;0;0;0;1;2;5;1;0;3;0;0;0;0;2;1;2;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;5;0;0;0;0;1;0;0;0;0;0;1;0;2;0;1;0;0;0;1;21;5;0;
Kortezubi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;
Lanestosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;
Larrabetzu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;1;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;2;1;0;1;0;2;2;0;0;0;0;0;2;0;1;0;1;0;0;1;0;0;0;0;0;0;1;2;3;2;1;2;5;4;6;0;1;1;1;2;0;
Laukiz;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;1;0;0;2;2;0;2;0;3;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;2;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;0;2;0;3;2;0;1;0;0;0;0;0;1;3;0;0;0;0;
Leioa;2;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;3;0;0;0;1;1;2;3;1;0;0;0;2;0;5;3;0;1;3;10;2;2;4;2;3;2;8;9;4;5;4;10;7;9;6;7;5;3;7;0;3;6;10;6;8;7;6;8;7;8;12;2;6;12;1;13;9;4;6;8;12;7;10;9;7;1;18;11;3;15;2;6;5;8;7;3;10;1;11;5;11;2;3;4;4;5;6;4;7;11;5;4;7;3;8;2;8;16;16;19;4;8;13;12;10;8;16;12;11;11;10;11;30;28;18;25;15;21;24;7;8;10;7;
Lekeitio;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;2;0;0;2;1;2;3;1;1;0;1;1;0;2;3;2;1;2;2;1;2;0;2;3;0;3;0;3;3;3;2;9;1;5;4;2;2;3;0;0;2;0;1;0;1;1;1;0;1;0;1;2;0;0;4;0;1;2;1;4;0;1;2;4;1;8;1;6;3;1;3;2;2;2;4;0;1;4;0;4;1;6;7;5;7;8;3;1;5;6;9;2;7;4;1;7;4;3;6;4;1;0;1;2;
Lemoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;3;0;2;0;0;1;0;1;1;1;0;2;1;0;2;0;0;2;0;0;0;2;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2;0;1;2;1;1;0;3;4;4;2;2;2;1;7;1;4;0;0;1;1;1;0;2;4;0;3;0;4;1;0;
Lemoiz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;4;1;0;0;0;1;1;1;1;0;0;0;0;
Lezama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;4;1;1;1;0;0;1;0;0;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;2;1;1;0;0;0;0;3;1;2;1;1;2;6;1;2;4;4;3;3;3;1;0;1;
Loiu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;3;0;2;0;0;1;3;0;0;0;1;0;2;1;2;1;0;2;0;1;2;0;0;1;0;1;0;3;3;0;4;1;1;0;6;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;1;2;0;2;0;1;1;1;0;1;0;1;0;1;1;1;3;1;0;0;0;0;0;0;0;0;
Mallabia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;3;1;1;4;0;0;1;1;0;1;0;3;0;1;1;0;0;0;1;0;2;2;0;0;0;0;1;0;1;0;0;0;1;
Ma�aria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;2;1;0;0;3;1;0;0;1;
Markina-Xemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;2;0;2;1;2;2;1;1;0;2;6;0;3;3;1;3;5;3;1;2;2;2;0;2;0;7;1;3;2;1;0;1;0;1;2;0;1;4;0;0;3;2;2;2;1;0;1;0;0;4;1;2;0;7;4;5;15;0;3;2;7;4;14;12;3;3;14;12;5;10;0;5;4;8;10;4;2;5;7;1;1;8;3;5;2;1;1;2;1;1;0;1;0;1;0;0;
Maruri-Jatabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;2;0;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1;2;2;1;1;0;1;0;0;1;1;0;0;0;
Mendata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;
Mendexa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
Me�aka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;2;2;0;2;0;1;0;0;0;1;0;0;
Morga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Mundaka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
Mungia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;0;0;0;4;0;1;3;1;2;0;2;0;2;5;3;5;2;0;6;2;3;4;6;8;8;4;7;11;14;4;1;3;9;36;23;24;18;12;13;15;2;8;3;4;4;4;0;7;2;2;4;5;2;3;4;1;3;1;3;3;4;0;4;2;2;2;3;3;1;2;1;1;2;2;6;3;0;7;9;1;2;3;7;5;11;10;6;1;9;8;10;9;24;10;6;3;6;10;20;9;15;5;4;9;12;4;8;3;12;
Munitibar-Arbatzegi Gerrikaitz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;1;0;1;1;3;0;0;2;0;2;4;1;1;3;1;1;3;0;1;1;0;2;0;
Murueta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Muskiz;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;1;0;1;0;2;0;0;0;0;3;0;2;1;1;0;2;0;0;3;0;0;0;2;1;1;0;0;0;2;0;0;2;1;1;2;1;0;4;1;3;0;1;1;6;1;2;1;0;1;6;2;0;3;0;0;1;0;0;0;5;0;2;6;0;8;2;2;0;3;4;0;1;2;2;2;2;2;0;2;11;2;3;7;3;4;0;3;3;7;4;2;0;3;1;1;5;7;1;0;4;3;5;1;5;2;2;3;3;
Muxika;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;5;2;3;1;1;0;4;0;1;0;0;4;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;0;1;0;2;1;1;0;1;1;0;0;0;0;0;0;0;1;2;1;1;0;0;1;3;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
Nabarniz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Ondarroa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;1;6;0;2;1;0;0;0;2;3;3;0;1;2;5;0;4;0;0;2;0;4;4;5;10;3;4;6;2;3;0;6;4;8;2;4;4;5;3;3;0;8;0;1;8;0;1;2;1;0;0;1;2;0;1;2;1;1;3;1;0;3;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;4;4;3;2;0;3;7;2;7;0;1;8;9;3;8;13;7;1;4;1;0;5;3;3;0;1;3;2;2;6;0;2;3;4;5;
Orozko;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;1;0;0;0;0;0;2;2;2;1;0;0;0;0;1;2;1;0;3;0;0;0;0;0;0;0;0;0;
Ortuella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;3;1;0;0;1;0;2;3;2;1;1;0;0;0;2;3;3;0;0;0;1;3;0;0;1;5;4;1;6;0;1;3;3;0;4;6;2;6;1;0;1;0;1;4;0;2;0;3;2;1;1;0;1;0;1;1;0;3;0;1;1;0;1;1;1;0;0;1;2;1;0;0;0;0;10;0;6;3;6;13;2;1;7;2;5;3;11;5;3;7;3;4;7;13;3;2;2;6;3;2;6;5;1;3;3;3;
Otxandio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;2;0;1;0;1;2;2;1;0;0;0;0;1;2;0;0;4;1;0;0;2;0;2;0;1;2;
Plentzia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;2;0;1;2;1;4;0;2;1;2;1;1;0;1;2;0;2;0;0;2;1;1;1;1;1;1;3;2;2;1;2;0;0;0;2;0;0;1;0;0;1;0;2;0;1;0;0;0;1;1;2;3;1;0;0;0;0;0;0;3;1;0;1;0;3;1;0;9;2;0;0;1;3;2;4;1;1;5;0;2;2;1;4;4;1;3;3;3;2;0;1;0;1;2;
Portugalete;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;2;1;0;0;3;1;4;6;0;3;5;1;7;9;6;9;5;7;11;5;36;13;8;9;3;5;28;12;10;19;2;0;7;5;29;11;9;13;7;12;3;16;9;14;7;10;4;7;18;8;8;9;0;7;8;15;12;10;4;6;15;6;8;8;15;5;16;14;0;3;8;11;11;12;17;19;9;11;7;5;5;13;4;8;17;6;8;12;20;15;4;21;15;17;14;16;32;10;20;14;15;17;6;9;11;40;25;13;18;25;25;29;13;18;5;20;4;17;
Santurtzi;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;0;1;1;2;1;1;4;0;8;3;1;8;1;2;5;1;0;7;2;2;2;4;5;9;10;8;2;19;7;3;24;2;10;2;10;1;7;16;7;10;7;7;3;3;8;9;7;11;4;7;6;18;8;9;21;9;7;10;7;10;4;6;7;7;6;4;8;2;10;0;10;4;10;10;6;12;6;3;13;3;10;9;7;19;3;19;5;4;9;12;14;8;18;9;12;23;43;23;18;5;42;48;23;46;18;33;21;21;63;74;21;12;25;18;35;18;25;10;24;20;3;11;
Sestao;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;2;1;0;2;0;1;4;3;1;4;4;3;3;6;0;4;3;7;0;6;2;0;4;3;2;7;28;2;4;16;0;2;14;14;16;13;6;2;4;8;6;13;35;11;2;6;1;7;11;20;4;0;7;7;18;5;2;5;6;1;11;5;3;8;5;4;2;7;10;1;7;10;9;4;3;5;6;12;5;1;6;5;4;4;11;8;0;7;12;6;7;4;7;7;2;9;9;12;11;23;1;12;16;17;9;12;16;9;13;9;10;18;15;9;21;14;21;20;15;8;4;7;6;5;
Sondika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;1;0;1;1;0;1;0;1;1;0;0;0;2;0;0;0;0;0;1;0;1;1;2;0;3;0;0;1;0;0;0;1;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;2;6;0;1;0;0;0;1;0;0;2;0;7;0;1;19;2;0;1;0;1;1;0;3;3;0;3;1;1;1;0;1;2;0;0;
Sopela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2;1;0;0;0;0;0;5;0;3;0;1;3;3;0;1;1;1;1;3;1;0;0;0;2;2;4;3;0;0;4;4;4;3;5;1;3;2;1;4;3;4;6;10;2;3;3;4;2;7;1;0;1;5;3;2;1;0;1;1;1;5;0;3;2;2;5;7;1;3;5;2;2;0;1;1;2;4;1;7;2;0;5;6;5;3;6;3;7;1;4;9;4;5;0;4;4;3;9;1;4;5;7;3;2;2;19;7;10;4;9;5;10;4;2;7;9;
Sopuerta;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;2;1;0;9;0;1;2;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;4;1;0;2;3;0;1;1;0;2;1;3;0;1;1;0;1;0;1;1;0;0;2;1;0;2;0;0;0;3;0;0;2;2;1;0;
Sukarrieta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
